"country","countryiso3","TX.VAL.TRVL.ZS.WT_2013","TX.VAL.TRVL.ZS.WT_2014","TX.VAL.TRVL.ZS.WT_2015","TX.VAL.TRVL.ZS.WT_2016","TX.VAL.TRVL.ZS.WT_2017","TX.VAL.TRVL.ZS.WT_2018","TX.VAL.TRVL.ZS.WT_2019"
"East Asia & Pacific (IDA & IBRD countries)","TEA",32.5303221499778,29.4364332097049,30.2762697379193,30.6358881870461,28.8713048942239,28.1349866629343,24.1744478238008
"Ecuador","ECU",64.7965859623056,66.4394517864535,68.599970371485,67.892611784416,70.6617305011367,73.2185801913471,72.5845251285349
"Egypt, Arab Rep.","EGY",33.8172626304428,35.5723909878341,33.5229156994097,19.8731675795896,41.7722403103274,50.692183476629,53.7261062457737
"El Salvador","SLV",29.9628960326718,36.2791802327888,33.88452979186,33.3161453883435,35.0370117821823,37.5067064714004,42.0591800703614
"Eritrea","ERI",NA,NA,NA,NA,NA,NA,NA
"Estonia","EST",25.1389446980349,26.2788637391787,25.690260046449,25.4750932390319,24.2899450514586,23.0499724186577,22.1669294284924
"Eswatini","SWZ",17.2669807414811,18.7714007026408,20.8017583796193,24.0917190609134,10.7816948413374,24.368113488095,16.5568732668456
"Ethiopia","ETH",20.652036323356,12.9363634678913,13.7914650135471,12.5883333158568,13.3441935883359,21.4592111230388,NA
"Euro area","EMU",21.2497505889523,20.8449548858098,20.0447802573733,19.8869193523935,19.8158781991657,19.8189223516094,19.8275599462661
"Europe & Central Asia","ECS",20.957645860566,20.5269630048395,19.8469371608936,19.6314863951742,19.7164864772489,19.7256594724207,19.7445321412245
"Europe & Central Asia (excluding high income)","ECA",27.0156826999772,25.7580707809572,24.4267084646579,23.562696172248,24.3227209611262,25.412037232298,25.4442593622638
"Europe & Central Asia (IDA & IBRD countries)","TEC",26.4441275326463,25.2290384585969,24.00848719908,23.1640231107728,23.8432922590018,24.4004288810439,24.2696855022459
"European Union","EUU",21.3582770915614,20.9112174499416,20.1602289359571,20.076904516117,20.0839956176822,20.014276429241,20.0019477191759
"Faroe Islands","FRO",NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI",64.9484764637119,66.4856043152738,66.3897014064455,67.8394070735413,67.7080506115597,62.9739443370455,63.6721999660729
"Finland","FIN",15.435944397164,14.0661015494076,10.0849908088563,9.90440237410681,11.3647817531577,11.4499175657965,10.3262466690613
"Fragile and conflict affected situations","FCS",41.9379539994704,42.1999628463199,33.6098049585342,39.8520479906298,NA,NA,NA
"France","FRA",22.3031275908227,21.500773635458,22.8896511746999,21.4078343824562,21.8515433417382,22.2566151418554,22.7684928083855
"French Polynesia","PYF",53.4771706958875,54.4544480591552,56.1870496362091,56.7371380655924,NA,NA,NA
"Gabon","GAB",23.0604703934255,30.5552396656622,9.20286762295337,NA,NA,NA,NA
"Gambia, The","GMB",54.6070136156895,72.7042300261635,72.8868297071917,84.8304985908699,76.1608097455905,78.1743278416326,NA
"Georgia","GEO",59.6681393618431,60.5011773039439,62.3148317364733,65.5810161392329,69.4871726838985,73.3670456746821,72.4806722830042
"Germany","DEU",15.2146755114497,14.5233980652376,13.376024615908,12.9976250426341,12.6856929191145,12.4886468640576,12.2027594318849
"Ghana","GHA",36.2596153074254,45.3524744807532,13.6163347418973,13.517674119626,13.1308838053257,12.4815530358788,NA
"Greece","GRC",43.4642920953449,43.433127504277,44.8372918430736,44.7558789021109,44.1335987878722,43.2621584181464,45.339331356983
"Grenada","GRD",74.7749329026691,90.3318964198518,91.0511495822444,90.7816261639983,90.2893334801968,90.7810840225906,NA
"Guatemala","GTM",40.1978473791865,38.0205121697517,37.5364189942312,36.4529546821828,34.7222096956561,34.1424555287791,34.6318888379311
"Guinea","GIN",NA,26.2570168404012,0.297849597937326,28.7628593847151,31.2643239113827,6.18269230769231,NA
"Guinea-Bissau","GNB",45.8852681384644,46.09853645752,50.3728178321332,56.5581450250463,50.9020066029243,52.6706540192677,NA
"Guyana","GUY",46.614852146457,43.5338787995903,44.5914631346678,62.9578230970792,53.104831178013,17.6795523288545,NA
"Haiti","HTI",91.8041086914204,89.820770505034,89.9861051622478,89.0139549039034,93.8725251328252,93.5317779802538,NA
"Heavily indebted poor countries (HIPC)","HPC",38.8091380621995,38.9204451122456,34.9886838945187,40.5793516530428,41.5402721468311,45.1652094392311,NA
"High income","HIC",22.759530413809,22.8155769204477,23.1689213807119,23.4029946516287,23.1628989494323,23.4567310389451,23.1623314541315
"Honduras","HND",26.3985788086901,26.4990431400127,22.9048504740207,24.329136103389,25.4170039927248,25.3200885582381,24.2409947799942
"Hong Kong SAR, China","HKG",37.1878178503489,35.9198730302469,34.6722408416134,33.3756553437561,32.0549136325584,32.6122413301395,28.6570225594646
"Hungary","HUN",23.8240047472819,23.6670649511703,23.784471725478,23.5539723936494,23.1824384360233,23.1255123455903,24.1775024871287
"IBRD only","IBD",34.5969097879173,32.8975931846549,33.1480457590996,33.3872100159485,32.4056785643954,32.4276321030949,30.6190817793934
"Iceland","ISL",27.1045103228012,32.3013954669534,37.3343711844785,44.9412987472701,47.7745676778845,47.7613667008325,48.0052353361547
"IDA & IBRD total","IBT",34.4313108680248,32.9116513857494,32.7089832734241,33.3544675971464,32.8417871866628,32.7185555043296,30.6646092602312
"IDA blend","IDB",23.2645311495449,27.5542418906055,15.9369763054963,26.9240525429402,41.7775998733835,36.4308214584796,NA
"IDA only","IDX",40.1096303801416,38.8982169567238,35.7790436227145,38.9348389053723,38.4542637852085,38.8756603072469,NA
"IDA total","IDA",31.5590379453221,33.1360701541093,25.6992538049285,32.832660403223,40.1362291315885,37.6770290040946,NA
"India","IND",12.3716860003632,12.5787630553215,13.4941194097567,13.909807279459,14.8181516133077,13.9820238690774,14.373415567993
"Indonesia","IDN",40.8312290737375,44.7700807999515,49.844508484013,49.4833190365057,53.2712347461907,53.8735437919178,54.7072536893452
"Iran, Islamic Rep.","IRN",NA,NA,NA,NA,NA,NA,NA
"Iraq","IRQ",62.2230442019604,56.0670061335494,57.6416015625,59.3320908295614,52.3516025033188,37.4347375365187,51.3882332746857
"Ireland","IRL",3.75055994792255,3.65504532933048,3.42925034970073,3.5570009722808,3.09464003454692,2.90475103345378,2.44509252961063
"Israel","ISR",16.3547993771102,16.2127696065549,16.1489965354123,15.0783236283113,15.4495669257399,14.5258755503517,13.6017923044017
"Italy","ITA",39.3744683101134,40.1360097512708,40.5034812312524,40.370878125038,39.7613454846853,40.1150534443804,41.015593944137
"Jamaica","JAM",76.1882078503289,77.211849339157,79.2977104000724,79.7115161871609,80.5596577156695,81.6448875079982,NA
"Japan","JPN",11.3638128297718,11.807049424854,15.7691369653567,18.0288203204942,18.7177999689048,22.2101757381772,22.7053876028713
"Jordan","JOR",68.2265894874429,66.3279031534898,69.1655083161578,69.1866489938546,72.599418040737,74.7592681752528,NA
"Kazakhstan","KAZ",36.621292238513,29.6830186134108,27.6164278445234,31.6744563876922,34.1052524415335,31.8871588808307,32.8648213941095
"Kenya","KEN",20.9672845834056,19.6955954533241,19.5213361097089,24.5294184982827,24.194917737549,NA,NA
"Kiribati","KIR",24.8954840028127,29.2018161932571,24.4220875970279,26.0507681721811,36.7224578236986,43.9717226668901,NA
"Korea, Rep.","KOR",14.0941950217302,15.7640315934314,15.3441770328826,17.9840116557713,15.0672563858062,18.0362154196751,20.2138258736971
"Kosovo","XKX",77.4135255820557,74.5612269580468,78.5350929510235,82.3993054249183,84.2157336451786,80.4904374872652,80.3576923474242
"Kuwait","KWT",5.31422961126856,6.49716221463243,9.14645724418259,12.0809949360527,6.62975988929268,6.05101138476391,NA
"Kyrgyz Republic","KGZ",50.7655355978917,47.2873214875473,50.3059119827026,51.9103017142428,52.54779134717,56.5154061663099,NA
"Lao PDR","LAO",78.1598276718888,85.1292029856278,85.9100357977491,85.9061755923571,83.6817844933368,80.311632766436,NA
"Late-demographic dividend","LTE",28.0344609302644,25.9055324613077,26.2009829181784,26.7051562621161,25.2652417765525,24.6823782096417,21.2689040222863
"Latin America & Caribbean","LCN",48.1184972793864,48.413955694885,49.1034647988682,50.8237749668796,50.1842369175851,50.5537305039871,53.3864735043874
"Latin America & Caribbean (excluding high income)","LAC",51.0890561317366,51.1380853187832,51.2116126023607,52.930301630167,51.9205467495233,52.6547500387835,53.8043605150719
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",48.0086697722553,48.2771010784746,48.9655970595905,50.7405828199842,50.1059692824452,50.416685814122,53.3864735043874
"Latvia","LVA",16.8279196413104,17.6588115246837,18.6951912019903,17.8083521368385,17.0595854035574,17.1620030142659,16.2500484019784
"Least developed countries: UN classification","LDC",60.5540043795221,57.7796438468868,55.9343872844884,55.1816177781223,56.2570219267822,56.2576973155238,NA
"Lebanon","LBN",42.0820468392927,44.409851141866,43.7369677847682,47.2795927149384,50.3136043027649,54.0872688302315,NA
"Lesotho","LSO",59.4358408619615,61.2447609265782,80.4303521053028,84.8980371004037,74.5458189735138,79.488439353771,79.6624732806453
"Liberia","LBR",NA,NA,NA,NA,NA,NA,NA
"Libya","LBY",NA,NA,NA,NA,NA,NA,NA
"Lithuania","LTU",19.1761460173387,17.8446561614429,17.4240939979059,16.1218403096254,14.0054779066936,12.2896264856636,11.5194956457779
"Low & middle income","LMY",35.1433474852647,33.5206805140112,33.2228070691955,33.9018864496115,33.2610745938778,33.2580082176578,31.2125660188019
"Low income","LIC",NA,37.9777940653029,32.9018823958603,34.2096911716127,NA,NA,NA
"Lower middle income","LMC",26.6220241982897,27.3242958110299,24.6207974917521,26.2063034742008,30.2654923406404,30.94597200187,NA
"Luxembourg","LUX",5.59506991131793,5.17392280733372,4.21746783369531,4.29138099777614,4.39231634229706,4.45518815670043,4.48887737219031
"Macao SAR, China","MAC",95.3573020740745,94.5034464542209,92.804127222341,92.433295788991,92.5157965265399,93.3340099180218,NA
"Madagascar","MDG",45.8821765806112,51.4978818607357,59.065421399291,65.4523778657781,53.9129196321275,54.4496892149164,NA
"Malawi","MWI",27.0993942077893,31.209646236089,31.394670713808,24.0078469971014,22.6095705417786,23.4107771686051,NA
"Malaysia","MYS",51.1839962195297,53.845020914159,50.7046761310004,50.9264359112881,49.6598357821916,48.9234916587409,NA
"Maldives","MDV",90.8523894785914,90.1152615627343,88.6525626252816,86.8873712055027,91.6796712323268,90.5133848041113,NA
"Mali","MLI",47.9474027389132,52.3593999291459,45.8722809229124,46.9186730856078,46.7125577378714,46.6462327955677,NA
"Malta","MLT",11.5463441565625,11.4147550759537,10.2513987302239,10.002551793768,11.1415381286137,10.6652813064496,11.1280035091124
"Marshall Islands","MHL",46.3075721370085,48.4197352765346,19.5526563908741,NA,30.332706301529,22.9290641334057,NA
"Mauritania","MRT",24.3211800151863,14.3047700492323,14.2985758638663,13.4734782625443,16.8891206214519,3.75257889369003,NA
"Mauritius","MUS",48.3695113671282,50.8373126977245,53.089431520951,56.1862681931633,57.9392745208182,59.4533143813388,NA
"Mexico","MEX",77.6440157739892,77.0400569473642,78.0071568224483,81.6480253597949,77.6894040214805,78.8209001328876,81.7321760848595
"Micronesia, Fed. Sts.","FSM",81.0379282080463,75.7164016097904,NA,NA,NA,NA,NA
"Middle East & North Africa (excluding high income)","MNA",NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN",NA,NA,NA,NA,NA,NA,NA
"Middle income","MIC",35.0296525950463,33.4671595882856,33.2266607517181,33.8981831203043,33.2773948241724,33.1884432612151,31.2068679223961
"Moldova","MDA",20.8246488445854,21.1172487365633,23.098573732646,24.8948393378773,26.4689965068796,26.4138098711403,26.3627050543486
"Mongolia","MNG",28.752282049812,35.5434342113932,35.8046242102797,39.6395665182047,41.0582394725161,39.9423150435308,41.7908148521763
"Montenegro","MNE",66.8370125949729,66.338821214001,67.0336657901232,66.8415938028927,67.0416415136089,63.9128859149657,64.6243331142534
"Morocco","MAR",49.1658202643568,46.7241576177064,44.386439745854,44.7833133982714,45.1674038706888,43.2048832525833,43.7505912525584
"Mozambique","MOZ",30.784755346878,28.506669822254,26.6803425477919,24.4866390428076,22.88938396216,31.0367264347848,NA
"Myanmar","MMR",35.7853145773181,52.1470902369407,56.8912290257116,59.2556606865226,52.4123232605483,37.0532235993143,NA
"Namibia","NAM",46.2380314430483,54.848886916393,59.2087562691782,51.3648323465705,49.1708356521763,52.1576605518304,54.1551284452784
"Nauru","NRU",5.384563741534,20.684300999372,7.52981167334006,19.150774872555,19.1886717951391,8.59401794718018,NA
"Nepal","NPL",45.0523955419246,44.3242170036399,45.5681157690097,41.9020959693269,45.5030850146263,43.3417652465073,NA
"Netherlands","NLD",9.62774609625337,9.46079608303252,7.97615066443916,9.25796279451992,9.26848369371131,9.18528298108706,9.60106657023755
"New Caledonia","NCL",40.1429591303289,46.4980336693983,43.1046847562167,46.0578188112826,NA,NA,NA
"New Zealand","NZL",55.7527315119818,59.570370829238,63.6718227376196,62.6092789578564,62.5001089397746,62.8283831054635,62.722841263207
"Nicaragua","NIC",40.7638956725603,40.2274984201499,45.5793472629943,49.3543428132206,57.3680977407686,43.9777041764278,NA
"Niger","NER",40.8854092119199,33.0533312828384,33.780601808136,42.0552516376634,40.4536076681686,43.7385253411907,NA
"Nigeria","NGA",28.0719893440542,36.0299565026489,15.109048571051,32.9845768819644,56.0369392382563,45.1009091985329,NA
"North America","NAC",25.3390329473997,25.9042456522866,27.2394160420978,27.5535494038392,27.0129590089301,26.7240250837254,26.1557843294449
"North Macedonia","MKD",17.4533348153026,17.092048219407,17.3647361928078,18.255598510101,20.1595175284067,20.7082484868896,21.8726375590329
"Norway","NOR",11.5836659910675,11.3175817812373,11.6908124990933,12.614774575695,13.8290681147298,13.1569680013755,12.7990458222398
"OECD members","OED",23.3779443833626,23.4761354843964,23.8552565446612,24.227783289676,23.9563029724236,24.2921535233345,24.4245881559668
"Oman","OMN",43.8165021630905,43.9316950237899,45.3623657092825,46.1738224254194,42.82846588705,39.4584286759152,NA
"Other small states","OSS",31.116673352695,32.2636190808126,32.2797518484942,36.9110005826371,34.9567293529531,34.1578985197617,31.0253522518113
"Pacific island small states","PSS",62.4574336385992,64.1675374896224,62.9573025136007,64.9524063969904,64.7141730500118,61.832167653461,62.247566403353
"Pakistan","PAK",8.70353581142339,7.93918918918919,9.16449840994507,8.73525688030338,7.82319577547428,8.306903889122,10.8161366248837
"Palau","PLW",91.5945982663005,92.3258934458355,91.7488039548159,91.0202897679935,88.9688175044955,NA,NA
"Panama","PAN",33.0938284558025,32.9010515915026,33.5788399387651,34.8105610913992,33.4948783898413,33.7876066829934,32.7224933941906
"Papua New Guinea","PNG",0.9746415135714,1.54469407752191,1.51401143444776,0.828455990031837,0.762970889375107,0.971968825611281,NA
"Paraguay","PRY",35.3242957728801,34.9833800143661,40.8710570523209,39.0991556840039,39.3589998021678,36.6563781475025,39.202069311373
"Peru","PER",59.7750432437224,55.907750321481,57.0205941716947,58.3142164879593,54.1977863475531,57.3153359468959,NA
"Philippines","PHL",20.1090399024551,19.7387833722483,18.1512401356207,16.4902395785538,20.0735189782467,21.4700032578862,23.9435488083989
"Poland","POL",25.4206905823568,24.3190541677785,23.2249767173711,22.0807434675035,21.7436456187542,20.297816972676,19.3646159193604
"Portugal","PRT",42.0425645035545,44.901322291372,46.8497653657981,48.5395455519298,50.7929356198682,51.3397399563571,52.4448140890325
"Post-demographic dividend","PST",21.7504063897816,21.6712865451483,21.8235314629176,22.1866989372046,21.9269810924631,22.2581355621333,22.1406608360136
"Pre-demographic dividend","PRE",50.3329745138557,49.6435621133711,43.2315061344713,49.8827832335559,56.5958780414209,51.2926945103323,NA
"Qatar","QAT",33.5748502195,35.9419354838711,35.7053804496046,37.1896301051716,34.0663646765622,31.3019561791155,29.7283505928261
"Romania","ROU",10.259282768549,9.64488675417921,9.70054269785446,9.76460813037736,12.5297106365531,12.0762196052787,11.7755768319662
"Russian Federation","RUS",17.3466338826579,18.1416820057771,16.5715654425139,15.630747070487,15.7617875117425,18.1943554536605,17.7325176479724
"Rwanda","RWA",75.2563669474055,76.3737832203363,62.9016583957983,66.3505783934667,55.9364931475907,57.5507480814047,NA
"Samoa","WSM",65.950999899587,73.9838946457975,71.6187123116472,70.014102463771,69.0508458723194,72.3685906778388,NA
"Sao Tome and Principe","STP",84.9789596623712,80.5078128249048,80.2004589328968,83.9010095575837,92.1094099931876,97.307685081153,NA
"Saudi Arabia","SAU",67.6617509942094,68.8735501176876,73.364235972594,66.974818948576,69.1017113253602,72.6789901742348,69.8046334357612
"Senegal","SEN",37.2872417186774,36.3348906040745,35.5820177110475,36.9014125467853,37.0763741070879,40.8314309131941,NA
"Serbia","SRB",23.1779714175687,22.6934497542514,22.1564085549662,22.8079717217642,22.6342116525627,21.7148788467074,20.6054172777081
"Seychelles","SYC",52.5945929871159,48.1792282392864,46.7613461326684,47.0771781478014,49.1608616582455,50.8685834244302,52.8005830417297
"Sierra Leone","SLE",30.0405375159674,17.1097527108564,18.8731616269675,15.3042137709539,38.9588532648727,37.2843886918655,NA
"Singapore","SGP",13.569953498549,12.4852981184163,10.8671299465289,12.5126038728851,11.7430614545584,10.0922632004022,9.80518456387866
"Sint Maarten (Dutch part)","SXM",80.718418007784,81.4255369365117,82.8481299740217,83.3033760337985,75.3217335524997,68.7913001433577,NA
"Slovak Republic","SVK",28.6974832429573,28.4489424783471,30.0521141382164,29.8935914348341,27.8159747074247,26.6357696119219,26.7846214486602
"Slovenia","SVN",39.0206396667566,37.6749405583809,36.5279350532315,35.0653272392489,34.7710405606308,33.9620974868828,32.1934731725565
"Small states","SST",33.0324274359738,33.7878510467607,34.8698730107227,39.1980365326687,37.0888358672841,36.7131168881453,NA
"Solomon Islands","SLB",49.1812116047596,51.0734010921074,51.3413584861668,51.0121290554032,54.9295598796101,58.4392879452795,56.9472414266321
"South Africa","ZAF",56.3671005113179,56.7686539928934,56.3290091558272,56.6718013472057,57.2988849837898,57.6316511322853,58.3694475751462
"South Asia","SAS",12.8667807067756,13.2354863487734,14.1687130052377,14.6365911732536,15.6595212921816,14.8232022034753,14.0459768334401
"South Asia (IDA & IBRD)","TSA",12.8667807067756,13.2354863487734,14.1687130052377,14.6365911732536,15.6595212921816,14.8232022034753,14.0459768334401
"South Sudan","SSD",NA,2.86162699450693,19.0655865053823,12.8760191172336,8.26018294433734,0.71118697105469,NA
"Spain","ESP",52.6172198221396,52.1020325972939,51.4196164185598,51.270416565492,52.4351944248512,52.2883965685729,50.6968771274477
"Sri Lanka","LKA",36.8392811694142,43.6168393655594,46.8217140655421,49.522033463755,51.0402719568957,52.5283019879277,NA
"St. Kitts and Nevis","KNA",69.8937872488406,84.1411740366477,81.8941507960214,80.2378221035749,84.4298932478195,84.3624338650011,NA
"St. Lucia","LCA",87.1963968096394,94.4354376974385,93.6768562013903,93.8165472922628,93.8326437866785,94.3393154837367,NA
"St. Vincent and the Grenadines","VCT",66.7372809839788,85.5727489938702,87.6988445254967,85.0999479101503,84.7254909973859,85.6377140650586,NA
"Sub-Saharan Africa","SSF",48.9163614833281,49.8914143297283,43.4066422065793,49.4041920570294,55.8242630538872,54.4064201457391,NA
"Sub-Saharan Africa (excluding high income)","SSA",48.9156617914508,49.8872307646462,43.3397697123753,49.3616758516537,55.8178390852251,54.3752821018502,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",48.9163614833281,49.8914143297283,43.4066422065793,49.4041920570294,55.8242630538872,54.4064201457391,NA
"Sudan","SDN",75.8531477181081,63.4222900116757,59.329601042316,67.5993752411004,58.679849591571,70.2296572280869,NA
"Suriname","SUR",51.0171480259848,48.1698024725347,52.3440447071729,41.7917921156309,34.6667694755687,39.0579410156822,43.0218727225563
"Sweden","SWE",14.6994680566762,15.500708583305,15.6403075613919,17.6350869021039,19.1052663065123,20.1964815707719,20.1019033952266
"Switzerland","CHE",14.936076536571,14.9560749180637,14.6540238826641,13.6587227189338,13.7099474041166,13.60676615576,14.3025416396228
"Syrian Arab Republic","SYR",NA,NA,NA,NA,NA,NA,NA
"Tajikistan","TJK",0.363883079005596,0.38204527127612,0.391149378015696,1.55487949015344,3.09609213985766,3.7446181107194,5.72929659292497
