"CountryName","CountryCode","Date","S1_School closing","S1_IsGeneral","S1_Notes","S2_Workplace closing","S2_IsGeneral","S2_Notes","S3_Cancel public events","S3_IsGeneral","S3_Notes","S4_Close public transport","S4_IsGeneral","S4_Notes","S5_Public information campaigns","S5_IsGeneral","S5_Notes","S6_Restrictions on internal movement","S6_IsGeneral","S6_Notes","S7_International travel controls","S7_Notes","S8_Fiscal measures","S8_Notes","S9_Monetary measures","S9_Notes","S10_Emergency investment in health care","S10_Notes","S11_Investment in Vaccines","S11_Notes","ConfirmedCases","ConfirmedDeaths","StringencyIndex","...35"
"Afghanistan","AFG",20200101,0,1,"https://en.unesco.org/themes/education-emergencies/coronavirus-school-closures",NA,NA,NA,0,1,NA,NA,NA,NA,0,1,NA,0,1,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA
"Angola","AGO",20200101,0,NA,NA,0,NA,NA,0,1,NA,0,1,NA,0,1,NA,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"United Arab Emirates","ARE",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Argentina","ARG",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,55,"http://www.bcra.gov.ar/Institucional/Tasa_de_politica_monetaria.asp",0,NA,0,NA,NA,NA,0,NA
"Armenia","ARM",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Australia","AUS",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,0,"Targeted at Australians in China, or travelling in virus-affected regions.",0,NA,NA,0,NA,0,NA,0.75,"https://www.rba.gov.au/statistics/cash-rate/",0,NA,0,NA,0,0,7,NA
"Austria","AUT",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,"Austria's interest rate is set by the ECB as a EURO country.",0,NA,0,NA,0,0,0,NA
"Azerbaijan","AZE",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Belgium","BEL",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,"Belgium's interest rate is set by the ECB, as Belgium uses the EURO",0,NA,0,NA,0,0,0,NA
"Bulgaria","BGR",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,"Bulgaria's interest rate was at 0% before the crisis started",0,NA,0,NA,NA,NA,0,NA
"Bahrain","BHR",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Belarus","BLR",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Belize","BLZ",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,2.3,"'The benchmark interest rate in Belize was last recorded at 2.30 percent.' Note: 'In Belize, the Interbank Rate is the rate of interest charged on short-term loans made between banks. The Central Bank of Belize does not control the monetary system by monitoring interest rates. Instead, it is responsible for maintaining a stable exchange rate. Since May of 1976, Belize has maintained a fixed exchange rate of BZD 2.00 to USD 1.00.' https://tradingeconomics.com/belize/interest-rate",0,NA,0,NA,NA,NA,0,NA
"Bermuda","BMU",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Bolivia","BOL",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Brazil","BRA",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,4.5,NA,0,NA,0,NA,0,0,0,NA
"Barbados","BRB",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Botswana","BWA",20200101,0,1,"President Masisi announced school closures on 19/3/2020 to begin the next day, 20/3/2020. https://www.facebook.com/BotswanaGovernment/posts/2832225860193387",0,NA,NA,0,NA,NA,0,NA,"No closures reported, but",1,1,"Public notified online, travellers posters and a a health alert on 02/12/19",0,NA,NA,1,"Self referral screening from December",0,NA,4.75,"https://tradingeconomics.com/botswana/interest-rate",0,NA,0,NA,NA,NA,19,NA
"Canada","CAN",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,1.75,"https://www.bankofcanada.ca/core-functions/monetary-policy/key-interest-rate/",NA,NA,0,NA,0,0,0,NA
"Switzerland","CHE",20200101,0,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,1,NA,0,NA,0,NA,-0.75,"https://www.snb.ch/en/iabout/stat/statrep/id/current_interest_exchange_rates#t74",0,NA,0,NA,0,0,0,NA
"Chile","CHL",20200101,0,0,NA,0,0,NA,0,0,NA,0,NA,"https://cdn.digital.gob.cl/filer_public/4e/e7/4ee75fd1-5eef-4bb1-befc-8ea11fd38c7f/instructivo_salvoconducto.pdf",0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"China","CHN",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"Report of unknown virus in Wuhan http://m.news.cctv.com/2019/12/31/ARTIsg2QlHWoHQixNnJMlIHb191231.shtml",0,0,NA,0,NA,0,NA,4.15,NA,0,NA,NA,NA,27,0,0,NA
"Colombia","COL",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,4.25,NA,0,NA,0,NA,NA,NA,0,NA
"Costa Rica","CRI",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Czech Republic","CZE",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,0,0,NA
"Germany","DEU",20200101,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Denmark","DNK",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Dominican Republic","DOM",20200101,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Algeria","DZA",20200101,0,NA,NA,0,NA,NA,0,NA,"https://web.archive.org/save/https://www.bbc.co.uk/news/topics/cp7r8vglgyet/algeria",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,3.75,"https://tradingeconomics.com/algeria/interest-rate",0,NA,0,NA,0,0,0,NA
"Ecuador","ECU",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Egypt","EGY",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Spain","ESP",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Estonia","EST",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Finland","FIN",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"France","FRA",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"United Kingdom","GBR",20200101,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,NA,0.75,"https://www.bankofengland.co.uk/boeapps/database/Bank-Rate.asp",0,NA,0,NA,0,0,0,NA
"Georgia","GEO",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Greece","GRC",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Guatemala","GTM",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Guyana","GUY",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA
"Hong Kong","HKG",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,"Centre for Health Protection closely monitors cluster of pneumonia cases on Mainland.  To prevent pneumonia and respiratory tract infection, members of the public should maintain good personal and environmental hygiene.  - https://www.info.gov.hk/gia/general/201912/31/P2019123100667.htm",0,0,NA,0,NA,0,NA,2,"https://www.hkma.gov.hk/eng/news-and-media/press-releases/2019/10/20191031-3/",0,NA,0,NA,NA,NA,14,NA
"Honduras","HND",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Croatia","HRV",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,3,"Croatia's interest rate is at 3% before crisis started; https://www.ceicdata.com/en/indicator/croatia/policy-rate",0,NA,0,NA,0,0,0,NA
"Hungary","HUN",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,1,"Hungary's interest rate was at 0.9 before the crisis started",0,NA,0,NA,NA,NA,0,NA
"Indonesia","IDN",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"India","IND",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,5.15,"Reserve Bank of India's rate was 5.15 before Corona crisis started",0,NA,0,NA,0,0,0,NA
"Ireland","IRL",20200101,0,1,NA,0,1,NA,0,NA,NA,0,1,NA,0,1,NA,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Iran","IRN",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Iraq","IRQ",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"Iceland","ISL",20200101,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,3,"3% https://tradingeconomics.com/iceland/interest-rate",NA,NA,NA,NA,0,0,5,NA
"Israel","ISR",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0.25,"https://tradingeconomics.com/israel/interest-rate",0,NA,0,NA,0,0,0,NA
"Italy","ITA",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"Jordan","JOR",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Japan","JPN",20200101,0,1,NA,0,1,NA,0,1,NA,0,1,NA,0,1,NA,0,1,NA,0,NA,0,NA,-0.1,NA,0,NA,NA,NA,0,0,0,NA
"Kazakhstan","KAZ",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,9.25,"https://tradingeconomics.com/kazakhstan/interest-rate",0,NA,0,NA,NA,NA,0,NA
"Kenya","KEN",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,9,"https://tradingeconomics.com/kenya/interest-rate",0,NA,0,NA,NA,NA,0,NA
"Cambodia","KHM",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"South Korea","KOR",20200101,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,1.25,"https://tradingeconomics.com/south-korea/interest-rate &
https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#S",0,NA,NA,NA,0,0,0,NA
"Kuwait","KWT",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Laos","LAO",20200101,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon","LBN",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Sri Lanka","LKA",20200101,0,NA,NA,0,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,7,"https://tradingeconomics.com/sri-lanka/interest-rate",0,NA,0,NA,0,0,0,NA
"Lithuania","LTU",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Luxembourg","LUX",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Macao","MAC",20200101,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,1,1,"https://news.gov.mo/detail/zh-hant/N20AAECxlQ?35",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
"Monaco","MCO",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Mexico","MEX",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,0,NA,7,"'Previous interest rate: 7.00'
(https://tradingeconomics.com/mexico/interest-rate)",0,NA,0,NA,0,0,0,NA
"Macedonia","MKD",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Myanmar","MMR",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA
"Malaysia","MYS",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,3,"https://web.archive.org/web/20200327003220/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2019",0,NA,0,NA,0,0,0,NA
"Nigeria","NGA",20200101,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,9,NA,0,NA,0,NA,0,0,5,NA
"Nicaragua","NIC",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Netherlands","NLD",20200101,0,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Norway","NOR",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Nepal","NPL",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"New Zealand","NZL",20200101,0,0,"http://www.education.govt.nz/novel-coronavirus-2019-ncov-3/",0,0,"https://www.employment.govt.nz/about/news-and-updates/workplace-response-coronavirus-covid-19/",0,0,"https://web.archive.org/web/20200314003159/https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavi",0,0,"https://www.stuff.co.nz/national/health/coronavirus/120293474/coronavirus-how-do-you-practice-social-distancing-and-still-use-",0,NA,NA,NA,NA,NA,0,NA,0,NA,1,"https://tradingeconomics.com/new-zealand/interest-rate",0,NA,NA,"No public spending announced until 24th Feb",0,0,0,NA
"Oman","OMN",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Pakistan","PAK",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Panama","PAN",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Philippines","PHL",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Papua New Guinea","PNG",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,5,"Interest rate available: https://tradingeconomics.com/papua-new-guinea/interest-rate",0,NA,0,NA,NA,NA,0,NA
"Poland","POL",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,2,NA,0,NA,0,NA,NA,NA,0,NA
"Portugal","PRT",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Qatar","QAT",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,4,"https://tradingeconomics.com/qatar/interest-rate",0,NA,0,NA,0,0,0,NA
"Romania","ROU",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,0,0,NA
"Russia","RUS",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,6,NA,0,NA,0,NA,0,0,0,NA
"Singapore","SGP",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"El Salvador","SLV",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"San Marino","SMR",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Serbia","SRB",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,2,NA,0,NA,0,NA,NA,NA,0,NA
"Slovak Republic","SVK",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Slovenia","SVN",20200101,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Sweden","SWE",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA
"Seychelles","SYC",20200101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syria","SYR",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Thailand","THA",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,0,NA,1.25,NA,0,"Can't seem to find any info, but needs to be confirmed",0,NA,0,0,0,NA
"Tanzania","TZA",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Uganda","UGA",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"United States","USA",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,1.75,"https://www.federalreserve.gov/monetarypolicy/openmarket.htm",NA,NA,NA,NA,0,0,0,NA
"Venezuela","VEN",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Vietnam","VNM",20200101,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"South Africa","ZAF",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,7,NA,0,NA,0,NA,NA,NA,0,NA
"Zimbabwe","ZWE",20200101,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Taiwan","TWN",20200101,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"Afghanistan","AFG",20200102,0,1,"https://en.unesco.org/themes/education-emergencies/coronavirus-school-closures",NA,NA,NA,0,1,NA,NA,NA,NA,0,1,NA,0,1,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA
"Angola","AGO",20200102,0,NA,NA,0,NA,NA,0,1,NA,0,1,NA,0,1,NA,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"United Arab Emirates","ARE",20200102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Argentina","ARG",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,55,"http://www.bcra.gov.ar/Institucional/Tasa_de_politica_monetaria.asp",0,NA,0,NA,NA,NA,0,NA
"Armenia","ARM",20200102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Australia","AUS",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,0,NA,0,NA,NA,0,NA,0,NA,0.75,"https://www.rba.gov.au/statistics/cash-rate/",0,NA,0,NA,0,0,7,NA
"Austria","AUT",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Azerbaijan","AZE",20200102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Belgium","BEL",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA
"Bulgaria","BGR",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Bahrain","BHR",20200102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Belarus","BLR",20200102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Belize","BLZ",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,2.3,NA,0,NA,0,NA,NA,NA,0,NA
"Bermuda","BMU",20200102,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Bolivia","BOL",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Brazil","BRA",20200102,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,4.5,NA,0,NA,0,NA,0,0,0,NA
"Barbados","BRB",20200102,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
